"Tipo";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"GPS.Longitud";"GPS.Latitud";
"Casa Rural de Alquiler";"CASITAS DEL HUERTO IV";"LAS CORREDERAS, S/N";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415237";"626383520";"";"";"";"";"";"";"";"-6,1106836";"40,4873677";
"Casa Rural de Alquiler";"CASA ZAGALA";"RUFINO BAYO,3";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"620131696";"923413133";"";"";"";"www.casazagala.com";"";"";"";"-5,7416539";"40,3658417";
"Casa Rural de Alquiler";"CASITAS DEL HUERTO V";"LAS CORREDERAS, S/N";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415237";"626383520";"";"";"";"";"";"";"";"-6,1106836";"40,4873677";
"Casa Rural de Alquiler";"CASITAS DEL HUERTO VI";"LAS CORREDERAS, S/N";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415237";"626383520";"";"";"";"";"";"";"";"-6,1106836";"40,4873677";
"Casa Rural de Alquiler";"LAS CUATRO TORRES";"DOCTOR MANUEL GONZALEZ BLANCO, Nº 11";"34300";"Palencia";"Paredes de Nava";"PAREDES DE NAVA";"PAREDES DE NAVA";"666232393";"687749710";"";"";"info@lascuatrotorres.com";"www.lascuatrotorres.com";"";"";"";"-4,6925541";"42,1545985";
"Casa Rural de Alquiler";"EL COTO";"EL COTO";"24916";"León";"Oseja de Sajambre";"OSEJA DE SAJAMBRE";"OSEJA DE SAJAMBRE";"630322243";"";"";"";"elcoto25@hotmail.com";"www.sajambrerural.es";"";"";"";"-5,0384254";"43,1375197";
"Casa Rural de Alquiler";"CASA DE LOS ABUELOS II";"DEFENSORES DEL ALCAZAR, 3";"42116";"Soria";"Sotillo del Rincón";"SOTILLO DEL RINCON";"SOTILLO DEL RINCON";"660753921";"975211861";"";"";"";"";"";"";"";"-2,6027039";"41,9332074";
"Casa Rural de Alquiler";"MARIA LUISA";"Calle CRUZ NUEVA SN  1";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"923413149";"695527989";"";"923413149";"";"";"";"";"";"-5,7445072";"40,3680446";
"Casa Rural de Alquiler";"LA CASA DE JAVIER";"CL/ SAN FACUNDO";"09280";"Burgos";"Cascajares de Bureba";"CASCAJARES DE BUREBA";"CASCAJARES DE BUREBA";"947300168";"656995254";"";"";"lacasadejavier@hotmail.com";"www.lacasadejavier.com";"";"";"";"-3,2382296";"42,6788314";
"Casa Rural de Alquiler";"LA ANTIGUA";"C/ SAN MARTÍN, 10";"09557";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"TUBILLA";"";"659175819 ,947130623";"646518198";"";"";"";"";"";"";"";"-3,5727944";"42,940507";
"Casa Rural de Alquiler";"LA TORCIDA";"Calle EL RIBERO C/ CAJIGAS,10 10";"09514";"Burgos";"Merindad de Montija";"BARCENILLAS DEL RIVERO";"BARCENILLAS DEL RIVERO";"616514756";"";"";"";"";"";"";"";"";"-3,4837319";"43,0370536";
"Casa Rural de Alquiler";"EL MUSEO";"CANTARRANAS, 4";"42218";"Soria";"Nepas";"NEPAS";"NEPAS";"975314216";"606341606";"";"";"";"";"";"";"";"-2,3994278";"41,5268903";
"Casa Rural de Alquiler";"JARDINES DEL ROBLEDO - CANTUESO";"HASTIAL, 17";"37694";"Salamanca";"San Miguel del Robledo";"SAN MIGUEL DEL ROBLEDO";"";"923122083";"646328988";"";"";"";"";"";"";"";"-6,043399";"40,5362483";
"Casa Rural de Alquiler";"JARDINES DEL ROBLEDO - ALBAR";"HASTIAL, 17";"37694";"Salamanca";"San Miguel del Robledo";"SAN MIGUEL DEL ROBLEDO";"";"923122083";"646328988";"";"";"";"";"";"";"";"-6,043399";"40,5362483";
"Casa Rural de Alquiler";"LOS HORREOS I";"PLAZA ANNOIX";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"";"987742746";"987740510";"";"";"";"www.casaloshorreos. com.";"";"";"";"-4,917924";"43,1517273";
"Casa Rural de Alquiler";"LOS HORREOS II";"PLAZA ANNOIX";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"";"987742746";"987740510";"";"";"";"www.casalos horreos.com";"";"";"";"-4,917924";"43,1517273";
"Casa Rural de Alquiler";"LA LAVADERA";"MOLINO EL CURA S/N";"49335";"Zamora";"Ferreras de Arriba";"FERRERAS DE ARRIBA";"FERRERAS DE ARRIBA";"980593099";"665937333";"";"";"";"www.lalavadera.com";"";"";"";"-6,1944809";"41,8989859";
"Casa Rural de Alquiler";"LAGUNA NEGRA";"Calle PONTON 5";"42165";"Soria";"Sotillo del Rincón";"MOLINOS DE RAZON";"MOLINOS DE RAZON";"686268551";"";"";"";"pazvallerazon@hotmail.com";"www.casalagunanegra.com";"";"";"";"-2,6018192";"41,9496353";
"Centro de Turismo Rural";"LA HOJA DE ROBLE";"C/COSTANILLA, 13";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"";"980620190";"";"";"";"info@lahojaderoble.com";"www.lahojaderoble.com";"";"";"";"-6,6333973";"42,0525145";
"Casa Rural de Alquiler";"LA CASA DEL ABUELO";"Calle LEALTAD 3";"34128";"Palencia";"Serna (La)";"SERNA (LA)";"SERNA (LA)";"979882124";"979882107";"";"";"";"";"";"";"";"-4,6643425";"42,4167341";
"Casa Rural de Alquiler";"CASA ROZAS";"MONJAS, 4";"37671";"Salamanca";"San Esteban de la Sierra";"SAN ESTEBAN DE LA SIERRA";"";"699828743";"923258624";"";"";"";"";"";"";"";"-5,905755";"40,5074778";
"Casa Rural de Alojamiento Compartido";"CASA SERRANA";"ESCUELAS, 13";"37650";"Salamanca";"Sequeros";"SEQUEROS";"";"923437068";"600808071";"";"";"info@casaserrana.net";"www.casaserrana.net";"";"";"";"-6,0256463";"40,5125665";
"Casa Rural de Alquiler";"LA CASA DEL SAUCO";"C/ MAYOR, 33";"37427";"Salamanca";"Vellés (La)";"VELLES (LA)";"VELLES (LA)";"923259356";"610084614";"";"";"info@lacasadelsauco.com";"www.lacasadelsauco.com";"";"";"";"-5,5690824";"41,0728704";
"Centro de Turismo Rural";"PORTO";"C/ LAMELA S/N";"49583";"Zamora";"Porto";"PORTO";"";"980624090";"980624091";"";"";"ctrporto@ctrporto.org";"www.ctrporto.org";"";"Si";"";"-6,9001409";"42,1671438";
"Centro de Turismo Rural";"AGUALLEVADA";"CARRETERA REMESAL-EL PUENTE, KM 4";"49321";"Zamora";"Robleda-Cervantes";"PARAMIO";"PARAMIO";"647874699";"980621703";"";"";"pilarlagarejos@terra.es";"www.aguallevada.com";"";"Si";"";"-6,5704448";"42,0705781";
"Casa Rural de Alquiler";"LA FRAGUA";"C/LA ROJA, 5";"49178";"Zamora";"Peñausende";"PEÑAUSENDE";"";"980577206";"";"";"";"el-cafe@terra.es";"";"";"";"";"-5,8672753";"41,2866496";
"Casa Rural de Alquiler";"LA SOLANA DEL ABUELO";"IGLESIA, 4";"37111";"Salamanca";"Añover de Tormes";"PALACINOS";"";"678720445";"";"";"923286859";"info@lasolanadelabuelo.com";"www.lasolanadelabuelo.com";"";"Si";"";"-5,9146483";"41,1363699";
"Centro de Turismo Rural";"EL BALCON DEL PUEBLO";"C/ LAS PULGAS,19-21";"37716";"Salamanca";"Hoya (La)";"HOYA (LA)";"HOYA (LA)";"600728333";"630106905";"923402086";"";"info@balcondelpueblo.com";"www.balcondelpueblo.com";"";"";"";"-5,698245";"40,4068418";
"Centro de Turismo Rural";"CAMINO DE LA FUENTONA";"C/. REAL, 28";"42146";"Soria";"Cabrejas del Pinar";"CABREJAS DEL PINAR";"CABREJAS DEL PINAR";"975373013";"975373058";"";"";"";"";"";"";"";"-2,8494168";"41,7960659";
"Casa Rural de Alquiler";"ANTIGUA CASA DELSINDICATO";"C/ MULATERO, 1";"47811";"Valladolid";"Santa Eufemia del Arroyo";"SANTA EUFEMIA DEL ARROYO";"";"983716107";"";"";"";"";"";"";"";"";"-5,2650847";"41,8952958";
"Casa Rural de Alquiler";"CUATRO VIENTOS";"CARRETERA DE FUENTEBUENA,S/N";"37700";"Salamanca";"Béjar";"BEJAR";"";"686339557";"";"";"";"";"";"";"";"";"-5,7632507";"40,3852213";
"Casa Rural";"EL CASTILLO II";"Calle DE LA IGLESIA 7  Bajo";"37659";"Salamanca";"San Martín del Castañar";"SAN MARTIN DEL CASTAÑAR";"SAN MARTIN DEL CASTAÑAR";"923437188";"";"";"";"hidalgocurto@gmail.com";"";"";"";"";"-6,0636044";"40,5211174";
"Casa Rural de Alquiler";"CASA NIEVES";"PERALES,1";"37710";"Salamanca";"Candelario";"CANDELARIO";"";"923401612";"678370329";"";"";"";"";"";"";"";"-5,7423742";"40,3673566";
"Casa Rural de Alquiler";"LA PLAZUELA";"DEL PESO, 2";"37610";"Salamanca";"Mogarraz";"MOGARRAZ";"";"923487106";"645998920";"";"";"";"";"";"";"";"-6,0524434";"40,4924018";
"Casa Rural de Alquiler";"LA CASONA DE PERAPERTÚ";"C/ MAYOR, 7";"34839";"Palencia";"San Cebrián de Mudá";"PERAPERTU";"PERAPERTU";"608784229";"625634410";"";"";"";"www.lacasonadeperapertu.com";"";"Si";"";"-4,3684791";"42,9076161";
"Casa Rural de Alquiler";"MIRADOR DEL VALLE ARREBOL";"C/ CIRCUNVALATORIA, 14";"47180";"Valladolid";"Villafuerte";"VILLAFUERTE";"VILLAFUERTE";"983209664";"617304130";"";"";"info@miradordelvalle.es";"www.miradordelvalle.es";"";"Si";"";"-4,3238998";"41,7336921";
"Casa Rural de Alquiler";"MOLINO  DE MATAZORITA II";"Calle PAGO DE MATAZORITA S/N";"34111";"Palencia";"Villaluenga de la Vega";"BARRIOS DE LA VEGA";"BARRIOS DE LA VEGA";"979747494-629661582";"686699162";"";"";"molinomatazorita@ono.com";"www.molinomatazorita.com";"";"";"";"-4,7669926";"42,5241645";
"Casa Rural de Alojamiento Compartido";"MUSEO DEL CÁNTARO";"Barrio  DE LA ESTACIÓN S/N";"42366";"Soria";"Bayubas de Abajo";"BAYUBAS DE ABAJO";"BAYUBAS DE ABAJO";"975183609";"689214584";"";"";"muscantaro@hotmail.es";"www.museodelcantaro.com";"";"";"";"-2,8960296";"41,5274044";
"Casa Rural de Alquiler";"EL ALFAR";"Calle LAS ERAS 5 B";"42366";"Soria";"Tajueco";"TAJUECO";"TAJUECO";"975365051";"";"";"";"casarural@tajueco.com";"www.tajueco.com";"";"";"";"-2,8488963";"41,5365401";
"Casa Rural de Alojamiento Compartido";"EL BALCÓN DE TERA";"C/. DEL MORAL, S/N";"42164";"Soria";"Almarza";"TERA";"TERA";"975250200";"605809667";"";"";"";"";"";"";"";"-2,4806728";"41,9124994";
"Casa Rural de Alquiler";"LA CASA DEL SACRISTAN  I";"C/ BARRIO ALTO, 4";"49232";"Zamora";"Villar del Buey";"FORNILLOS DE FERMOSELLE";"";"980612915";"";"";"";"";"";"";"";"";"-6,2690569";"41,3270481";
"Casa Rural de Alquiler";"LA CASA DEL SACRISTAN II";"C/ BARRIO ALTO, 4";"49232";"Zamora";"Villar del Buey";"FORNILLOS DE FERMOSELLE";"";"980612915";"";"";"";"";"";"";"";"";"-6,2690569";"41,3270481";
"Casa Rural de Alquiler";"LA CASA DE PORTUGAL";"C/ PORTUGAL, 9";"49232";"Zamora";"Villar del Buey";"FORNILLOS DE FERMOSELLE";"";"980612915";"";"";"";"";"";"";"";"";"-6,2690569";"41,3270481";
"Casa Rural";"REAL POSITO";"Calle  ANCHA DEL CUBON 4";"40340";"Segovia";"Aguilafuente";"AGUILAFUENTE";"AGUILAFUENTE";"921572014";"677728881";"";"";"casarural@casarealposito.com";"www.casarealposito.com";"";"Si";"";"-4,1118004";"41,228067";
"Casa Rural de Alquiler";"VALLE DEL RUDRÓN";"Calle Maestro Santidrián, s/n";"09142";"Burgos";"Valle de Sedano";"VALDELATEJA";"VALDELATEJA";"650620493";"";"";"";"casarural@valledelrudron.es";"www.valledelrudron.es";"";"";"";"-3,7665134";"42,7743507";
"Posada";"EL ZAGUAN";"PLAZA ESPAÑA, 16";"40370";"Segovia";"Turégano";"TUREGANO";"TUREGANO";"921501165";"921501156";"";"921500776";"zaguan@el-zaguan.com";"www.el-zaguan.com";"";"";"";"-4,0056335";"41,1568147";
"Casa Rural de Alquiler";"CASA MARIA";"LA IGLESIA, 25";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"987453160";"";"";"";"reservas@molinasecamaria.com";"www.molinasecamaria.com";"";"";"";"-6,5256357";"42,5403955";
"Casa Rural de Alquiler";"MARIA SAULA";"ASOMADILLA,1";"37777";"Salamanca";"Sorihuela";"SORIHUELA";"";"658799493";"923413530";"";"";"";"www.mariasaula.com";"";"";"";"-5,6784639";"40,4450812";
"Casa Rural de Alojamiento Compartido";"LA CASA DEL MONTE IRAGO";"REAL, 45";"24413";"León";"Molinaseca";"ACEBO";"";"639721242";"";"";"";"";"";"";"";"";"-6,4826176";"42,5231768";
"Casa Rural de Alquiler";"LA CASILLA DE CORRALES CANDELARIO";"Calle SALAS POMBO,16";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"923401850";"607950364";"664153219";"";"to_mamen@hotmail.com";"";"";"";"";"-5,7401444";"40,3660363";
"Centro de Turismo Rural";"LA LECHERÍA";"SAN ANTONIO, 11";"24717";"León";"Val de San Lorenzo";"VAL DE SAN LORENZO";"";"987635073";"665814463";"";"";"";"";"";"";"Si";"-6,1183358";"42,4169934";
"Hotel Rural";"EL HABANERO";"Calle VIZCONDE 12";"24730";"León";"Destriana";"DESTRIANA";"DESTRIANA";"987630266";"628608289";"";"";"ELHABANERO@HOTMAIL.ES";"WWW.ELHABANERO.ES";"";"";"";"-6,0979784";"42,3243335";
"Casa Rural de Alquiler";"EL SARDÓN";"SAN FRUCTUOSO, S/N";"24319";"León";"Bembibre";"LABANIEGO";"";"650785815";"";"";"";"";"";"";"";"";"-6,4066707";"42,6677306";
"Casa Rural de Alquiler";"LA CERRÁ";"C/NAVALGUIJO, 31";"05697";"Ávila";"Navalonguilla";"NAVALGUIJO";"NAVALGUIJO";"689415065";"920 343 839";"";"";"";"";"";"";"";"-5,521739";"40,2595046";
"Casa Rural de Alquiler";"EL ZABURDÓN - EL TRAMPAL";"C/ DE LA FUENTE, S/N.";"05693";"Ávila";"Gil García";"GIL GARCIA";"GIL GARCIA";"626969804";"";"";"";"ccoelloa@gmail.com";"www.elzaburdon.com";"";"";"";"-5,5939959";"40,2969186";
"Casa Rural de Alquiler";"EL ZABURDÓN - EL DUQUE";"C/ DE LA FUENTE, S/N.";"05693";"Ávila";"Gil García";"GIL GARCIA";"GIL GARCIA";"626969804";"";"";"";"c.coelloa@gmail.com";"www.elzaburdon.com";"";"";"";"-5,5939959";"40,2969186";
"Centro de Turismo Rural";"PIEDRAS BLANCAS";"FRAY PEDRO, 32";"24343";"León";"Burgo Ranero (El)";"BURGO RANERO (EL)";"BURGO RANERO (EL)";"638590699";"987330094";"";"";"";"";"";"";"";"-5,2201885";"42,4233473";
"Casa Rural de Alquiler";"LAS VIÑAS";"REAL, S/N";"24415";"León";"Ponferrada";"SAN LORENZO";"SAN LORENZO";"987425030";"676462775";"";"";"vcorcoba.insalfer.e.telefonica.net";"www.casaruralbierzo.com";"";"";"";"-6,5903224";"42,5252284";
"Hotel Rural";"LA REQUEJADA";"Calle AVE MARÍA, 10";"34870";"Palencia";"Santibáñez de la Peña";"VILLAVERDE DE LA PEÑA";"VILLAVERDE DE LA PEÑA";"979866358";"";"";"979866359";"";"";"";"";"";"-4,6784135";"42,8290827";
"Casa Rural de Alojamiento Compartido";"BRISAS DEL CIERZO";"Calle VEGARADA. 20";"24844";"León";"Valdelugueros";"REDIPUERTAS";"REDIPUERTAS";"606878121";"987243480";"";"";"BUZON@BRISASDELCIERZO.COM";"www.brisasdelcierzo.com";"";"";"";"-5,4135979";"42,9722555";
"Casa Rural de Alquiler";"CANTUESO";"C/ SOL, Nº 11";"40175";"Segovia";"Matilla (La)";"MATILLA (LA)";"MATILLA (LA)";"921533830";"696121760";"";"";"cantuesorural@gmail.com";"";"";"";"";"-3,7947646";"41,1900429";
"Casa Rural de Alquiler";"CASA CANTOGORDO";"CAMINO DEL CANTOGORDO, 6";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"920 20 62 04";"657508342";"";"";"casasgredos@diputacionavavila.es";"www.casasdegredos.com";"";"";"";"-4,7057041";"40,4126514";
"Casa Rural de Alquiler";"CASA DEL RIO TEJOS";"C/EL ARENAL, 1 - 1º";"05415";"Ávila";"Hornillo (El)";"HORNILLO (EL)";"HORNILLO (EL)";"920374531";"902424141";"";"920206235";"casasdegredos@diputacionavila.es";"www.casasgredos.com";"";"";"";"-5,103555";"40,2507403";
"Casa Rural de Alquiler";"CASA DEL RIO CANTO";"C/EL ARENAL, 1-bajo";"05415";"Ávila";"Hornillo (El)";"HORNILLO (EL)";"HORNILLO (EL)";"920374531";"902424141";"";"920206235";"casasdegredos@diputacionavila.es";"www.casasgredos.com";"";"";"";"-5,103555";"40,2507403";
"Casa Rural de Alquiler";"CASA DE LA ABUELA REME";"Calle SUR 29";"05197";"Ávila";"Fresno (El)";"FRESNO (EL)";"FRESNO (EL)";"600429166";"920268931";"";"";"casabuelareme@yahoo.es";"";"";"";"";"-4,7585167";"40,6135513";
"Casa Rural de Alquiler";"EL MIRADOR DE TÓRTOLES";"Paraje LOS ARENALES";"05514";"Ávila";"Tórtoles";"TORTOLES";"TORTOLES";"920362809";"";"";"920206235";"riscas811@hotmail.com";"www.miradorde tortoles.es";"";"";"";"-5,2608147";"40,5610283";
"Casa Rural de Alquiler";"TIA TERESA";"C/ TOMAS PINTO, 50";"49810";"Zamora";"Morales de Toro";"MORALES DE TORO";"";"600223908";"617203589";"";"";"";"";"";"";"";"-5,3063071";"41,5371046";
"Casa Rural de Alquiler";"LAS ESPIGAS";"Calle C/ REAL DE SEGOVIA, 56";"47311";"Valladolid";"Canalejas de Peñafiel";"CANALEJAS DE PEÑAFIEL";"CANALEJAS DE PEÑAFIEL";"686322560";"983892131";"";"";"info@casarurallasespigas.com";"www.casarurallasespigas.com";"";"";"";"-4,1166017";"41,5221023";
"Casa Rural de Alquiler";"EL MOLINO DE TORMELLAS";"CTRA. NAVAMURES, S/N.";"05697";"Ávila";"Tormellas";"TORMELLAS";"TORMELLAS";"920340839";"665651910";"";"";"pilar@vivegredos.com";"www.vivegredos.com";"";"";"";"-5,5106492";"40,3045233";
"Casa Rural de Alquiler";"LA CANCHA I";"C/MAYOR, S/N.";"05121";"Ávila";"Navalacruz";"NAVALACRUZ";"NAVALACRUZ";"920206204";"920299501";"";"";"casasdegredos@diputacionavila.es";"www.casasgredos.com";"";"";"";"-4,9339576";"40,440483";
"Casa Rural de Alquiler";"LA CANCHA II";"C/MAYOR, S/N.";"05121";"Ávila";"Navalacruz";"NAVALACRUZ";"NAVALACRUZ";"920206204";"920299501";"";"";"casasdegredos@diputacionavila.es";"www.casasgredos.com";"";"";"";"-4,9339576";"40,440483";
"Casa Rural de Alquiler";"LAS ERAS DE RIOFRIO";"C/ERAS DE RIOFRIO, 28";"05190";"Ávila";"Riofrío";"RIOFRIO";"RIOFRIO";"920268028";"651818364";"";"";"";"";"";"";"";"-4,7770035";"40,5487014";
"Casa Rural de Alquiler";"CASA LENTINI";"Camino DEL BERMUDILLO 2";"05140";"Ávila";"Martiherrero";"MARTIHERRERO";"MARTIHERRERO";"619719916";"";"";"";"";"www.casalentini.com";"";"";"";"-4,779972";"40,6740137";
"Hotel Rural";"VILLA Y CORTE";"Calle CANCHO S/N";"34191";"Palencia";"Ampudia";"AMPUDIA";"AMPUDIA";"979768632";"";"";"979768634";"villaycorte@villaycorte.com";"www.villaycorte.com";"";"Si";"";"-4,7803661";"41,9169878";
"Casa Rural de Alquiler";"PUENTE CANTO";"Paraje PARAJE PUENTE CANTO S/N";"05415";"Ávila";"Hornillo (El)";"HORNILLO (EL)";"HORNILLO (EL)";"920374534";"656827660";"";"";"info@puentecanto.com";"www.puentecanto.com";"";"";"";"-5,103555";"40,2507403";
"Hotel Rural";"LA TORRECILLA";"Finca TORRECILLA DEL RIO";"37170";"Salamanca";"San Pedro del Valle";"SAN PEDRO DEL VALLE";"SAN PEDRO DEL VALLE";"913923832";"629027309";"";"913923832";"reservas@aloraweb.com";"www.aloraweb.com";"";"Si";"";"-5,8601036";"41,0325708";
"Casa Rural de Alquiler";"LA FRAGUA";"C/ LA FRAGUA, 6";"40170";"Segovia";"Sotosalbos";"SOTOSALBOS";"SOTOSALBOS";"921436642";"647608087";"";"";"";"www.sotosalbos.com";"";"";"";"-3,9410314";"41,0346803";
"Centro de Turismo Rural";"LAS MIMOSAS";"C/FUENTECILLA, 7";"05400";"Ávila";"Arenas de San Pedro";"PARRA (LA)";"PARRA (LA)";"920372027";"609813843";"";"";"centmimosas@telefonica.net";"";"";"Si";"";"-5,0554694";"40,2236795";
"Casa Rural de Alquiler";"LOS HIDALGOS DE SAN MAMES ""I""";"C/ LA FUENTE, 2";"34830";"Palencia";"Salinas de Pisuerga";"SAN MAMES DE ZALIMA";"SAN MAMES DE ZALIMA";"979181376";"699251615";"";"";"loshidalgos.sanmames@gmail.com";"www.toprural.com/loshidalgosdesanmamés";"";"";"";"-4,3774311";"42,8507719";
"Casa Rural de Alquiler";"LOS HIDALGOS DE SAN MAMES ""II""";"C/ LA FUENTE, 2";"34830";"Palencia";"Salinas de Pisuerga";"SAN MAMES DE ZALIMA";"SAN MAMES DE ZALIMA";"979181376";"699251615";"";"";"loshidalgos.sanmames@gmail.com";"www.toprural.com/loshidalgosdesanmamés";"";"";"";"-4,3774311";"42,8507719";
"Casa Rural de Alquiler";"LA CABAÑA DE GREDOS";"Carretera DE BARAJAS S/N";"05133";"Ávila";"San Martín de la Vega del Alberche";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"660794151";"";"";"";"lacabana_carolina@hotmail.com";"";"";"";"";"-5,1566936";"40,4313742";
"Casa Rural de Alquiler";"LA CAÑADILLA 2";"Carretera DE BARAJAS S/N";"05133";"Ávila";"San Martín de la Vega del Alberche";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"689319483";"920296232";"";"";"lacabana_carolina@hotmail.com";"";"";"";"";"-5,1566936";"40,4313742";
"Casa Rural de Alquiler";"LA CAÑADILLA 3";"Carretera DE BARAJAS S/N 01/09/2014";"05133";"Ávila";"San Martín de la Vega del Alberche";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"689319483";"920296232";"";"";"lacabana_carolina@hotmail.com";"";"";"";"";"-5,1566936";"40,4313742";
"Centro de Turismo Rural";"EL RINCÓN DE DOÑA INÉS";"C/ IGLESIA, 2";"47608";"Valladolid";"Villanueva de la Condesa";"VILLANUEVA DE LA CONDESA";"VILLANUEVA DE LA CONDESA";"983756067";"679077055";"";"";"";"";"";"Si";"";"-5,0944376";"42,1486647";
"Casa Rural de Alquiler";"LA CAÑADILLA 4";"Carretera DE BARAJAS S/N";"05133";"Ávila";"San Martín de la Vega del Alberche";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"689319483";"920296232";"";"";"lacabana_carolina@hotmail.com";"";"";"";"";"-5,1566936";"40,4313742";
"Casa Rural de Alquiler";"HEBRAS";"PLAZA DE CASCORRO, 2";"05693";"Ávila";"Umbrías";"CASAS DE MARIPEDRO";"CASAS DE MARIPEDRO";"920 20 62 04";"";"";"";"casasdegredos@diputacionavila.es";"www.casasdegredos.com";"";"";"";"-5,5779774";"40,3130774";
"Casa Rural de Alquiler";"LA SERROTA";"C/ ARRIBA, 26";"05571";"Ávila";"Navacepedilla de Corneja";"NAVACEPEDILLA DE CORNEJA";"";"920 20 62 04";"";"";"";"";"";"";"";"";"-5,1841566";"40,4864145";
"Casa Rural";"CASA DE LA HIEDRA";"Carretera  SAGUNTO-BURGOS, 4";"42146";"Soria";"Abejar";"ABEJAR";"ABEJAR";"645847820";"";"";"";"info@casadelahiedra.com";"";"";"";"";"-2,7956979";"41,8068633";
"Centro de Turismo Rural";"MONTEALEGRE";"FUENTE DE LOS CAÑOS, S/N.";"24379";"León";"Villagatón";"MONTEALEGRE";"";"987691823";"";"";"";"";"";"";"";"";"-6,187345";"42,6321899";
"Casa Rural de Alquiler";"EL AGUAMANIL";"DON FELICISIMO, 28";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"";"667264613";"";"";"";"";"";"";"";"";"-6,0128418";"40,5093906";
"Casa Rural de Alquiler";"LA TESLA";"Calle NUÑO RASURA 14";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"VILLARCAYO";"630216600";"";"";"";"rionela@hotmail.com";"www.rionela.com";"";"Si";"";"-3,5707267";"42,9381528";
"Casa Rural de Alquiler";"CASA RURAL ""LA SOPERA""";"C/ SAN ROQUE,61,63";"09610";"Burgos";"Pinilla Trasmonte";"PINILLA TRASMONTE";"";"947.17.38.45";"";"";"";"";"";"";"";"";"-3,4538455";"41,9325018";
"Casa Rural de Alojamiento Compartido";"SAN ANDRÉS";"PASEO DE SAN ANDRÉS, S/N";"05412";"Ávila";"San Esteban del Valle";"SAN ESTEBAN DEL VALLE";"";"920 38 34 35";"";"";"";"casa_sanandres@hotmail.com";"www.casasanandres.com";"";"";"";"-4,9816793";"40,2710207";
"Casa Rural de Alquiler";"LA CASA DEL PIRON";"C/ ESCUELAS, 6.";"40393";"Segovia";"Escobar de Polendos";"PEÑARRUBIAS DE PIRON";"";"921497204";"921431643";"";"";"";"";"";"";"";"-4,0863222";"41,0970768";
"Casa Rural de Alquiler";"LA BUHARDILLA";"C/ ESCUELAS, 6.";"40393";"Segovia";"Escobar de Polendos";"PEÑARRUBIAS DE PIRON";"";"921497204";"921431643";"";"";"";"";"";"";"";"-4,0863222";"41,0970768";
"Centro de Turismo Rural";"CASA HILARIO";"Travesía REAL CIMERA, 1";"24860";"León";"Vegaquemada";"LOSILLA (LA) Y SAN ADRIAN";"LOSILLA (LA) Y SAN ADRIAN";"660470623";"987734302";"";"";"";"";"";"";"";"-5,3433349";"42,7903344";
"Casa Rural de Alquiler";"LA CAÑADILLA 5";"Carretera DE BARAJAS S/N";"05133";"Ávila";"San Martín de la Vega del Alberche";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"647355944";"920218416";"";"";"andreszapater@hotmail.com";"";"";"";"";"-5,1566936";"40,4313742";
"Casa Rural de Alquiler";"LA VEGA DE GREDOS";"Carretera DE BARAJAS S/N";"05133";"Ávila";"San Martín de la Vega del Alberche";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"620349291";"925252219";"";"";"lavegadegredos@gmail.com";"";"";"";"";"-5,1566936";"40,4313742";
"Casa Rural de Alquiler";"LA CAÑADILLA 7 (CESE DE ACTIVIDAD)";"Carretera DE BARAJAS S/N";"05133";"Ávila";"San Martín de la Vega del Alberche";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"SAN MARTIN DE LA VEGA DEL ALBERCHE";"689319483";"";"";"";"";"";"";"";"";"-5,1566936";"40,4313742";
